order_id,source_customer_ref,channel,store_location,purchase_date,payment_token,item_id,size,color,qty,price_paid,sale_flag
ORD-000760,ECOM-00046,online,,2025-10-10,TOK-00155,SKU-010,26,Raw Denim,1,208.0,False
ORD-000761,ECOM-00046,online,,2026-05-09,TOK-00155,SKU-003,25,White,2,356.0,False
ORD-000762,ECOM-00046,online,,2026-06-03,TOK-00155,SKU-012,S,Raw Denim,1,248.0,False
ORD-000763,ECOM-00046,online,,2026-03-16,TOK-00155,SKU-010,34,Black,1,208.0,False
ORD-000764,ECOM-00046,online,,2026-05-30,TOK-00155,SKU-004,24,White,2,396.0,False
ORD-000765,ECOM-00046,online,,2026-04-21,TOK-00155,SKU-016,M,Indigo,1,117.69,True
ORD-000766,ECOM-00047,online,,2025-08-04,TOK-00115,SKU-004,29,Vintage Blue,1,157.53,True
ORD-000767,ECOM-00047,online,,2026-04-11,TOK-00115,SKU-015,L,Indigo,1,208.0,False
ORD-000768,ECOM-00047,online,,2025-09-04,TOK-00115,SKU-009,33,Stone Wash,1,168.0,False
ORD-000769,ECOM-00047,online,,2025-05-19,TOK-00115,SKU-009,33,Stone Wash,1,168.0,False
ORD-000770,ECOM-00047,online,,2025-11-01,TOK-00115,SKU-015,XS,Black,1,142.73,True
ORD-000771,ECOM-00047,online,,2025-05-15,TOK-00115,SKU-010,24,Raw Denim,1,208.0,False
ORD-000772,ECOM-00047,online,,2026-02-24,TOK-00115,SKU-011,M,Black,1,228.0,False
ORD-000773,POS-00123,in_store,Madison Ave,10 Apr 2025,TOK-00003,SKU-010,32,Stone Wash,1,208.0,False
ORD-000774,POS-00123,in_store,Flatiron,1/14/2026,TOK-00003,SKU-008,26,Indigo,1,178.0,False
ORD-000775,POS-00123,in_store,Flatiron,9/1/2025,TOK-00003,SKU-010,29,Raw Denim,1,208.0,False
ORD-000776,POS-00123,in_store,Flatiron,9/2/2025,TOK-00003,SKU-001,25,White,1,168.0,False
ORD-000777,POS-00123,in_store,,4/7/2026,TOK-00003,SKU-001,31,Indigo,2,336.0,False
ORD-000778,POS-00122,in_store,Flatiron,4/25/2026,TOK-00003,SKU-009,33,Raw Denim,1,106.84,True
ORD-000779,POS-00123,in_store,Flatiron,5/10/2026,TOK-00003,SKU-006,26,Raw Denim,1,188.0,False
ORD-000780,POS-00122,in_store,Flatiron,2/9/2026,TOK-00003,SKU-011,XS,Black,1,228.0,False
ORD-000781,POS-00123,in_store,Madison Ave,16 Dec 2025,TOK-00003,SKU-002,33,Black,1,122.6,True
ORD-000782,POS-00122,in_store,Flatiron,8/8/2025,TOK-00003,SKU-014,XS,Raw Denim,2,183.62,True
ORD-000783,POS-00123,in_store,Flatiron,2/10/2026,TOK-00003,SKU-012,L,Stone Wash,1,151.01,True
ORD-000784,POS-00122,in_store,Madison Ave,26 Dec 2024,TOK-00003,SKU-011,XL,Stone Wash,2,456.0,False
ORD-000785,POS-00122,in_store,Flatiron,2/9/2025,TOK-00003,SKU-003,25,Black,1,178.0,False
ORD-000786,POS-00124,in_store,Madison Ave,16 Jun 2026,TOK-00165,SKU-015,M,Stone Wash,1,208.0,False
ORD-000787,POS-00124,in_store,Flatiron,10/8/2025,TOK-00165,SKU-011,XS,Black,1,228.0,False
ORD-000788,POS-00125,in_store,Madison Ave,16 Feb 2025,,SKU-003,29,Vintage Blue,1,178.0,False
ORD-000789,POS-00126,in_store,Bleecker,3/8/2026,TOK-00162,SKU-005,33,White,1,178.0,False
ORD-000790,POS-00126,in_store,SoHo,3/15/2026,TOK-00162,SKU-005,33,Stone Wash,1,178.0,False
ORD-000791,POS-00126,in_store,Madison Ave,05 Nov 2025,TOK-00162,SKU-009,32,Vintage Blue,2,336.0,False
ORD-000792,POS-00126,in_store,Flatiron,8/24/2025,TOK-00162,SKU-003,26,Raw Denim,2,356.0,False
ORD-000793,POS-00126,in_store,SoHo,3/5/2026,TOK-00162,SKU-008,28,Indigo,1,178.0,False
ORD-000794,POS-00126,in_store,SoHo,6/23/2026,TOK-00162,SKU-002,25,Vintage Blue,2,356.0,False
ORD-000795,POS-00126,in_store,SoHo,3/23/2026,TOK-00162,SKU-016,S,Black,1,148.0,False
ORD-000796,POS-00127,in_store,SoHo,1/19/2025,,SKU-012,L,Raw Denim,1,184.64,True
ORD-000797,POS-00127,in_store,Madison Ave,06 Sep 2025,,SKU-011,XS,Raw Denim,1,228.0,False
ORD-000798,POS-00127,in_store,Madison Ave,15 Aug 2025,,SKU-009,33,Raw Denim,1,168.0,False
ORD-000799,ECOM-00048,online,,2025-08-02,,SKU-015,S,Black,1,208.0,False
ORD-000800,ECOM-00048,online,,2025-12-02,,SKU-004,27,Vintage Blue,1,140.67,True
ORD-000801,ECOM-00048,online,,2025-08-24,,SKU-006,24,Raw Denim,2,376.0,False
ORD-000802,ECOM-00048,online,,2025-09-25,,SKU-007,24,Stone Wash,1,107.63,True
ORD-000803,ECOM-00048,online,,2025-10-27,,SKU-014,L,Black,1,138.0,False
ORD-000804,ECOM-00048,online,,2024-07-12,,SKU-004,31,Stone Wash,1,124.22,True
ORD-000805,ECOM-00048,online,,2025-01-01,,SKU-004,29,Indigo,1,198.0,False
ORD-000806,ECOM-00048,online,,2024-06-06,,SKU-011,S,Stone Wash,1,228.0,False
ORD-000807,POS-00128,in_store,SoHo,3/16/2025,,SKU-011,S,Indigo,2,456.0,False
ORD-000808,POS-00128,in_store,Flatiron,2/25/2026,,SKU-008,34,Black,1,135.77,True
ORD-000809,POS-00128,in_store,Flatiron,8/27/2025,,SKU-003,32,Vintage Blue,1,109.19,True
ORD-000810,POS-00128,in_store,Madison Ave,09 Apr 2026,,SKU-013,XL,Black,1,218.0,False
ORD-000811,POS-00128,in_store,Bleecker,12/1/2025,,SKU-016,L,Stone Wash,1,148.0,False
ORD-000812,POS-00128,in_store,Flatiron,11/26/2025,,SKU-015,M,Black,1,144.13,True
ORD-000813,POS-00128,in_store,Flatiron,1/26/2026,,SKU-005,31,Stone Wash,1,178.0,False
ORD-000814,POS-00128,in_store,Flatiron,9/13/2025,,SKU-014,XS,Stone Wash,1,138.0,False
ORD-000815,POS-00128,in_store,Flatiron,3/20/2026,,SKU-002,28,Stone Wash,1,178.0,False
ORD-000816,POS-00129,in_store,Bleecker,4/10/2026,TOK-00087,SKU-004,33,Raw Denim,1,198.0,False
ORD-000817,POS-00129,in_store,Madison Ave,04 Jun 2026,TOK-00087,SKU-011,M,Indigo,1,228.0,False
ORD-000818,POS-00129,in_store,Bleecker,4/8/2026,TOK-00087,SKU-013,S,Stone Wash,1,218.0,False
ORD-000819,POS-00129,in_store,Bleecker,5/1/2026,TOK-00087,SKU-002,24,Raw Denim,1,178.0,False
ORD-000820,POS-00129,in_store,Bleecker,5/10/2026,TOK-00087,SKU-008,34,Vintage Blue,1,178.0,False
ORD-000821,POS-00129,in_store,Flatiron,6/9/2026,TOK-00087,SKU-009,25,Indigo,1,168.0,False
ORD-000822,POS-00129,in_store,Bleecker,4/6/2026,TOK-00087,SKU-013,S,Stone Wash,1,218.0,False
ORD-000823,ECOM-00049,online,,2026-05-03,,SKU-010,28,Stone Wash,1,208.0,False
ORD-000824,ECOM-00049,online,,2026-06-30,,SKU-013,M,Raw Denim,1,218.0,False
ORD-000825,ECOM-00049,online,,2026-06-05,,SKU-016,M,Black,1,148.0,False
ORD-000826,ECOM-00050,online,,2025-12-16,TOK-00163,SKU-015,S,Indigo,1,208.0,False
ORD-000827,POS-00130,in_store,Bleecker,3/25/2026,TOK-00151,SKU-003,25,Raw Denim,1,178.0,False
ORD-000828,POS-00130,in_store,Bleecker,4/30/2026,TOK-00151,SKU-016,XL,Black,1,148.0,False
ORD-000829,POS-00130,in_store,Madison Ave,19 Mar 2026,TOK-00151,SKU-014,XS,Stone Wash,1,138.0,False
ORD-000830,ECOM-00050,online,,2026-07-04,TOK-00163,SKU-011,S,Stone Wash,1,228.0,False
ORD-000831,POS-00131,in_store,Flatiron,4/1/2026,TOK-00004,SKU-005,24,Black,1,113.83,True
ORD-000832,POS-00133,in_store,Flatiron,3/5/2026,,SKU-016,S,Raw Denim,1,148.0,False
ORD-000833,POS-00133,in_store,SoHo,11/19/2025,,SKU-012,XL,Black,1,248.0,False
ORD-000834,POS-00133,in_store,SoHo,11/15/2025,,SKU-016,L,Black,2,296.0,False
ORD-000835,POS-00133,in_store,Flatiron,6/4/2026,,SKU-001,29,Stone Wash,1,168.0,False
ORD-000836,POS-00133,in_store,Flatiron,12/11/2024,,SKU-004,32,Stone Wash,1,137.36,True
ORD-000837,POS-00133,in_store,Flatiron,3/15/2026,,SKU-008,29,Vintage Blue,1,116.92,True
ORD-000838,POS-00133,in_store,Flatiron,4/11/2025,,SKU-013,M,Black,1,162.66,True
ORD-000839,POS-00134,in_store,Flatiron,6/25/2024,,SKU-013,M,Stone Wash,2,436.0,False
ORD-000840,ECOM-00051,online,,2025-06-19,TOK-00099,SKU-007,26,Indigo,1,168.0,False
ORD-000841,POS-00134,in_store,Flatiron,6/17/2025,,SKU-011,XS,Indigo,1,228.0,False
ORD-000842,POS-00134,in_store,Flatiron,7/13/2025,,SKU-008,32,Stone Wash,1,178.0,False
ORD-000843,POS-00134,in_store,SoHo,8/13/2025,,SKU-007,26,Vintage Blue,1,168.0,False
ORD-000844,POS-00135,in_store,Madison Ave,18 Dec 2025,TOK-00136,SKU-012,S,Indigo,2,496.0,False
ORD-000845,ECOM-00052,online,,2025-07-12,,SKU-014,S,Black,1,103.43,True
ORD-000846,POS-00135,in_store,,11 Dec 2024,TOK-00136,SKU-010,29,Indigo,2,416.0,False
ORD-000847,POS-00135,in_store,Madison Ave,29 Jun 2024,TOK-00136,SKU-016,L,Indigo,2,296.0,False
ORD-000848,POS-00135,in_store,Madison Ave,31 May 2026,TOK-00136,SKU-015,L,Black,1,208.0,False
ORD-000849,ECOM-00052,online,,2024-11-06,,SKU-002,29,Indigo,1,178.0,False
ORD-000850,ECOM-00052,online,,2025-01-20,,SKU-005,25,Stone Wash,1,122.58,True
ORD-000851,ECOM-00052,online,,2025-06-09,,SKU-004,32,White,2,286.22,True
ORD-000852,POS-00135,in_store,Bleecker,1/16/2026,TOK-00136,SKU-012,XL,Indigo,2,496.0,False
ORD-000853,POS-00136,in_store,Flatiron,6/1/2026,,SKU-009,25,Black,1,168.0,False
ORD-000854,POS-00136,in_store,Flatiron,4/15/2026,,SKU-001,28,White,1,116.47,True
ORD-000855,POS-00137,in_store,SoHo,9/21/2024,TOK-00019,SKU-003,26,White,1,178.0,False
ORD-000856,POS-00137,in_store,Bleecker,4/5/2026,TOK-00019,SKU-003,27,White,1,178.0,False
ORD-000857,POS-00137,in_store,Bleecker,5/4/2025,TOK-00019,SKU-010,26,White,1,208.0,False
ORD-000858,POS-00137,in_store,SoHo,1/11/2025,TOK-00019,SKU-010,28,Vintage Blue,1,139.57,True
ORD-000859,POS-00137,in_store,SoHo,4/9/2026,TOK-00019,SKU-006,24,Raw Denim,1,188.0,False
ORD-000860,POS-00137,in_store,Flatiron,6/11/2025,TOK-00019,SKU-010,27,White,1,208.0,False
ORD-000861,POS-00137,in_store,SoHo,1/22/2025,TOK-00019,SKU-015,M,Indigo,2,416.0,False
ORD-000862,ECOM-00053,online,,2026-01-02,,SKU-016,S,Raw Denim,1,148.0,False
ORD-000863,ECOM-00053,online,,2026-04-10,,SKU-002,29,Vintage Blue,1,178.0,False
ORD-000864,ECOM-00053,online,,2025-10-03,,SKU-006,30,Stone Wash,1,188.0,False
ORD-000865,ECOM-00053,online,,2025-11-19,,SKU-006,29,White,1,188.0,False
ORD-000866,ECOM-00053,online,,2025-10-10,,SKU-015,XL,Raw Denim,1,208.0,False
ORD-000867,POS-00138,in_store,Bleecker,5/8/2026,,SKU-016,L,Stone Wash,1,148.0,False
ORD-000868,POS-00138,in_store,Madison Ave,20 May 2026,,SKU-009,33,Stone Wash,1,106.39,True
ORD-000869,POS-00138,in_store,Bleecker,6/27/2026,,SKU-005,34,White,1,110.02,True
ORD-000870,POS-00138,in_store,Flatiron,5/14/2026,,SKU-001,34,Black,1,111.13,True
ORD-000871,POS-00138,in_store,Bleecker,3/26/2026,,SKU-008,26,Vintage Blue,1,178.0,False
ORD-000872,POS-00139,in_store,Flatiron,5/26/2026,,SKU-013,S,Raw Denim,1,218.0,False
ORD-000873,POS-00139,in_store,Madison Ave,28 May 2026,,SKU-005,30,White,2,356.0,False
ORD-000874,POS-00140,in_store,Bleecker,11/15/2025,,SKU-001,27,Raw Denim,1,168.0,False
ORD-000875,POS-00140,in_store,Bleecker,5/22/2025,,SKU-013,XS,Black,1,140.01,True
ORD-000876,POS-00140,in_store,Bleecker,12/4/2025,,SKU-014,S,Stone Wash,1,138.0,False
ORD-000877,POS-00140,in_store,Bleecker,12/23/2025,,SKU-013,XL,Indigo,1,160.71,True
ORD-000878,POS-00140,in_store,Bleecker,12/15/2025,,SKU-001,26,White,1,168.0,False
ORD-000879,ECOM-00054,online,,2025-04-07,,SKU-016,L,Raw Denim,1,148.0,False
ORD-000880,POS-00141,in_store,Madison Ave,24 Apr 2026,,SKU-016,M,Stone Wash,1,101.35,True
ORD-000881,POS-00142,in_store,Flatiron,8/8/2025,,SKU-015,L,Indigo,1,160.9,True
ORD-000882,POS-00142,in_store,SoHo,8/2/2025,,SKU-010,24,Raw Denim,1,208.0,False
ORD-000883,POS-00142,in_store,Flatiron,12/23/2024,,SKU-012,XS,Raw Denim,1,153.49,True
ORD-000884,ECOM-00055,online,,2026-03-28,,SKU-016,L,Stone Wash,1,148.0,False
ORD-000885,ECOM-00055,online,,2026-07-04,,SKU-015,XS,Indigo,1,150.15,True
ORD-000886,ECOM-00055,online,,2026-06-27,,SKU-004,30,Raw Denim,2,311.06,True
ORD-000887,ECOM-00056,online,,2026-04-01,,SKU-014,L,Indigo,1,138.0,False
ORD-000888,POS-00143,in_store,Flatiron,6/26/2024,,SKU-009,28,Raw Denim,1,168.0,False
ORD-000889,POS-00143,in_store,Madison Ave,18 Apr 2024,,SKU-016,S,Raw Denim,1,148.0,False
ORD-000890,POS-00143,in_store,,15 Jan 2026,,SKU-013,S,Stone Wash,1,218.0,False
ORD-000891,POS-00143,in_store,Bleecker,12/5/2024,,SKU-011,XS,Black,1,228.0,False
ORD-000892,POS-00143,in_store,Madison Ave,18 Dec 2024,,SKU-015,XL,Raw Denim,1,208.0,False
ORD-000893,ECOM-00057,online,,2025-08-01,TOK-00096,SKU-016,XL,Indigo,1,148.0,False
ORD-000894,POS-00144,in_store,Bleecker,6/18/2026,,SKU-013,M,Raw Denim,1,218.0,False
ORD-000895,POS-00144,in_store,Bleecker,4/9/2026,,SKU-003,27,Vintage Blue,2,356.0,False
ORD-000896,POS-00144,in_store,Flatiron,6/6/2026,,SKU-005,33,Raw Denim,1,178.0,False
ORD-000897,POS-00144,in_store,Bleecker,7/7/2025,,SKU-010,32,Vintage Blue,1,208.0,False
ORD-000898,POS-00144,in_store,Bleecker,8/28/2025,,SKU-007,27,Indigo,1,106.15,True
ORD-000899,POS-00144,in_store,Bleecker,12/23/2025,,SKU-014,XL,Stone Wash,1,138.0,False
ORD-000900,POS-00144,in_store,Bleecker,6/12/2026,,SKU-011,XL,Raw Denim,1,228.0,False
ORD-000901,POS-00145,in_store,Flatiron,5/20/2026,TOK-00092,SKU-006,30,White,1,188.0,False
ORD-000902,POS-00145,in_store,Flatiron,11/21/2025,TOK-00092,SKU-014,L,Raw Denim,1,88.99,True
ORD-000903,POS-00145,in_store,Flatiron,4/29/2026,TOK-00092,SKU-011,XL,Black,1,228.0,False
ORD-000904,POS-00145,in_store,Madison Ave,19 Apr 2026,TOK-00092,SKU-007,26,Stone Wash,1,168.0,False
ORD-000905,POS-00146,in_store,Bleecker,12/4/2024,,SKU-001,27,Raw Denim,1,168.0,False
ORD-000906,POS-00146,in_store,Bleecker,5/25/2025,,SKU-004,33,White,2,396.0,False
ORD-000907,POS-00146,in_store,,4/19/2024,,SKU-002,34,Vintage Blue,1,178.0,False
ORD-000908,POS-00146,in_store,Madison Ave,19 Apr 2026,,SKU-009,32,Indigo,1,168.0,False
ORD-000909,POS-00146,in_store,Bleecker,6/4/2026,,SKU-010,30,Vintage Blue,1,208.0,False
ORD-000910,POS-00146,in_store,Bleecker,6/14/2024,,SKU-009,33,Indigo,1,168.0,False
ORD-000911,POS-00146,in_store,Bleecker,10/13/2024,,SKU-007,28,Indigo,1,168.0,False
ORD-000912,POS-00146,in_store,Flatiron,3/19/2026,,SKU-009,29,White,1,168.0,False
ORD-000913,POS-00146,in_store,Bleecker,9/11/2025,,SKU-002,26,Black,1,138.13,True
ORD-000914,POS-00146,in_store,SoHo,2/10/2026,,SKU-010,31,Vintage Blue,1,208.0,False
ORD-000915,POS-00147,in_store,Madison Ave,08 Mar 2026,TOK-00033,SKU-009,34,Black,1,168.0,False
ORD-000916,POS-00147,in_store,Madison Ave,27 Dec 2025,TOK-00033,SKU-013,L,Black,2,436.0,False
ORD-000917,POS-00147,in_store,Madison Ave,30 Mar 2026,TOK-00033,SKU-016,S,Raw Denim,1,148.0,False
ORD-000918,POS-00147,in_store,Madison Ave,09 Jan 2026,TOK-00033,SKU-010,27,Black,1,208.0,False
ORD-000919,POS-00147,in_store,Madison Ave,25 Mar 2026,TOK-00033,SKU-001,32,Black,1,168.0,False
ORD-000920,POS-00147,in_store,Madison Ave,18 Jan 2026,TOK-00033,SKU-003,28,Raw Denim,2,356.0,False
ORD-000921,POS-00147,in_store,Madison Ave,17 Apr 2026,TOK-00033,SKU-008,27,White,1,140.13,True
ORD-000922,POS-00147,in_store,Madison Ave,25 Jun 2026,TOK-00033,SKU-002,33,White,1,113.56,True
ORD-000923,POS-00147,in_store,Bleecker,5/6/2026,TOK-00033,SKU-007,27,Black,1,168.0,False
ORD-000924,POS-00147,in_store,Madison Ave,06 Jan 2026,TOK-00033,SKU-003,27,Stone Wash,1,113.83,True
ORD-000925,POS-00147,in_store,Madison Ave,10 Mar 2026,TOK-00033,SKU-014,XS,Raw Denim,1,105.04,True
ORD-000926,POS-00147,in_store,SoHo,7/5/2026,TOK-00033,SKU-009,31,Vintage Blue,1,168.0,False
ORD-000927,POS-00147,in_store,SoHo,3/1/2026,TOK-00033,SKU-008,29,White,1,178.0,False
ORD-000928,POS-00147,in_store,Madison Ave,05 Jul 2026,TOK-00033,SKU-016,XS,Stone Wash,2,296.0,False
ORD-000929,ECOM-00058,online,,2026-04-03,,SKU-014,M,Indigo,2,276.0,False
ORD-000930,ECOM-00058,online,,2026-01-30,,SKU-006,27,Indigo,1,188.0,False
ORD-000931,ECOM-00058,online,,2025-11-21,,SKU-010,29,Raw Denim,1,208.0,False
ORD-000932,ECOM-00059,online,,2025-03-16,,SKU-005,29,Black,1,178.0,False
ORD-000933,POS-00148,in_store,Flatiron,11/17/2024,,SKU-016,XL,Raw Denim,1,148.0,False
ORD-000934,ECOM-00059,online,,2025-12-09,,SKU-010,29,Black,1,208.0,False
ORD-000935,ECOM-00059,online,,2025-07-01,,SKU-015,M,Raw Denim,1,208.0,False
ORD-000936,POS-00148,in_store,Flatiron,8/2/2025,,SKU-005,31,White,1,178.0,False
ORD-000937,POS-00148,in_store,,6/27/2025,,SKU-014,L,Stone Wash,1,138.0,False
ORD-000938,POS-00149,in_store,Madison Ave,19 Mar 2026,,SKU-011,L,Raw Denim,2,456.0,False
ORD-000939,POS-00149,in_store,SoHo,7/4/2026,,SKU-008,28,Raw Denim,1,108.8,True
ORD-000940,POS-00149,in_store,SoHo,4/26/2026,,SKU-010,25,Stone Wash,1,208.0,False
ORD-000941,POS-00149,in_store,Flatiron,6/23/2026,,SKU-005,33,White,1,178.0,False
ORD-000942,POS-00149,in_store,SoHo,5/22/2026,,SKU-009,32,Raw Denim,1,168.0,False
ORD-000943,POS-00149,in_store,Madison Ave,29 Jun 2026,,SKU-011,M,Raw Denim,1,228.0,False
ORD-000944,POS-00149,in_store,SoHo,5/7/2026,,SKU-007,34,Vintage Blue,1,168.0,False
ORD-000945,POS-00149,in_store,SoHo,5/31/2026,,SKU-013,L,Indigo,1,173.95,True
ORD-000946,ECOM-00060,online,,2025-11-10,,SKU-001,33,Stone Wash,2,336.0,False
ORD-000947,POS-00151,in_store,Flatiron,4/2/2026,TOK-00005,SKU-003,33,Indigo,2,356.0,False
ORD-000948,POS-00150,in_store,Madison Ave,02 Jul 2026,TOK-00005,SKU-007,25,Vintage Blue,1,168.0,False
ORD-000949,POS-00151,in_store,Bleecker,6/22/2026,TOK-00005,SKU-006,34,Raw Denim,1,188.0,False
ORD-000950,POS-00151,in_store,Flatiron,6/3/2026,TOK-00005,SKU-013,XS,Indigo,1,218.0,False
ORD-000951,POS-00151,in_store,SoHo,5/23/2026,TOK-00005,SKU-007,33,White,2,336.0,False
ORD-000952,POS-00150,in_store,Flatiron,6/22/2026,TOK-00005,SKU-006,25,Indigo,1,188.0,False
ORD-000953,POS-00150,in_store,SoHo,6/20/2026,TOK-00005,SKU-011,S,Black,1,181.99,True
ORD-000954,POS-00150,in_store,,6/29/2026,TOK-00005,SKU-015,XS,Raw Denim,1,208.0,False
ORD-000955,POS-00152,in_store,SoHo,12/5/2025,,SKU-007,27,Stone Wash,1,133.37,True
ORD-000956,POS-00152,in_store,SoHo,8/6/2025,,SKU-016,XL,Stone Wash,1,148.0,False
ORD-000957,POS-00152,in_store,SoHo,6/6/2025,,SKU-012,L,Stone Wash,1,248.0,False
ORD-000958,ECOM-00061,online,,2025-09-24,,SKU-013,XS,Stone Wash,1,218.0,False
ORD-000959,ECOM-00061,online,,2024-09-25,,SKU-014,M,Black,2,201.12,True
ORD-000960,ECOM-00061,online,,2025-08-24,,SKU-016,XS,Stone Wash,1,148.0,False
ORD-000961,ECOM-00061,online,,2024-09-05,,SKU-005,27,Black,1,112.34,True
ORD-000962,ECOM-00061,online,,2026-07-02,,SKU-016,XS,Indigo,1,148.0,False
ORD-000963,ECOM-00061,online,,2026-05-28,,SKU-010,29,Raw Denim,1,131.97,True
ORD-000964,ECOM-00061,online,,2026-01-03,,SKU-005,34,Black,1,178.0,False
ORD-000965,ECOM-00061,online,,2025-01-03,,SKU-001,31,Black,1,168.0,False
ORD-000966,ECOM-00061,online,,2025-04-18,,SKU-011,XS,Indigo,1,228.0,False
ORD-000967,ECOM-00061,online,,2024-08-25,,SKU-005,30,Indigo,1,178.0,False
ORD-000968,ECOM-00062,online,,2025-06-08,,SKU-006,25,Indigo,1,188.0,False
ORD-000969,POS-00154,in_store,Flatiron,1/15/2026,,SKU-014,XL,Raw Denim,1,138.0,False
ORD-000970,ECOM-00062,online,,2025-10-31,,SKU-016,L,Stone Wash,1,148.0,False
ORD-000971,POS-00154,in_store,Flatiron,4/22/2026,,SKU-008,32,Black,1,130.27,True
ORD-000972,ECOM-00062,online,,2026-02-03,,SKU-010,33,Indigo,1,208.0,False
ORD-000973,ECOM-00062,online,,2025-10-21,,SKU-011,L,Stone Wash,1,156.04,True
ORD-000974,ECOM-00063,online,,2026-05-21,,SKU-013,XS,Black,2,316.94,True
ORD-000975,ECOM-00063,online,,2026-06-03,,SKU-006,30,White,1,188.0,False
ORD-000976,ECOM-00063,online,,2026-05-31,,SKU-013,L,Black,1,218.0,False
ORD-000977,ECOM-00064,online,,2026-03-24,,SKU-004,28,Vintage Blue,1,198.0,False
ORD-000978,ECOM-00064,online,,2025-12-09,,SKU-006,28,White,1,188.0,False
ORD-000979,ECOM-00065,online,,2026-03-16,,SKU-009,25,White,1,119.06,True
ORD-000980,POS-00157,in_store,Madison Ave,07 Apr 2026,,SKU-004,32,Vintage Blue,1,198.0,False
ORD-000981,POS-00157,in_store,Madison Ave,26 May 2026,,SKU-003,32,Black,1,178.0,False
ORD-000982,POS-00157,in_store,Madison Ave,07 Dec 2025,,SKU-007,29,Raw Denim,1,129.69,True
ORD-000983,POS-00157,in_store,SoHo,5/19/2026,,SKU-006,29,Black,1,136.65,True
ORD-000984,ECOM-00066,online,,2026-06-12,TOK-00064,SKU-005,32,Raw Denim,1,178.0,False
ORD-000985,POS-00158,in_store,Flatiron,5/16/2026,TOK-00051,SKU-014,L,Raw Denim,1,138.0,False
ORD-000986,POS-00159,in_store,Madison Ave,04 Mar 2025,TOK-00054,SKU-014,S,Black,1,109.63,True
ORD-000987,POS-00159,in_store,Madison Ave,07 Jun 2025,TOK-00054,SKU-013,XL,Black,1,218.0,False
ORD-000988,POS-00159,in_store,SoHo,5/18/2025,TOK-00054,SKU-004,33,Vintage Blue,1,198.0,False
ORD-000989,POS-00159,in_store,Madison Ave,25 Apr 2025,TOK-00054,SKU-004,34,Raw Denim,1,198.0,False
ORD-000990,POS-00159,in_store,Flatiron,6/1/2025,TOK-00054,SKU-011,M,Indigo,1,228.0,False
ORD-000991,POS-00159,in_store,Madison Ave,07 Mar 2026,TOK-00054,SKU-016,M,Black,1,110.46,True
ORD-000992,POS-00160,in_store,SoHo,6/24/2026,,SKU-014,L,Indigo,1,138.0,False
ORD-000993,POS-00160,in_store,SoHo,4/27/2025,,SKU-011,L,Stone Wash,2,282.82,True
ORD-000994,POS-00160,in_store,SoHo,1/1/2026,,SKU-014,M,Indigo,2,276.0,False
ORD-000995,POS-00160,in_store,SoHo,3/15/2026,,SKU-013,XS,Indigo,1,218.0,False
ORD-000996,POS-00160,in_store,SoHo,12/11/2024,,SKU-008,29,Raw Denim,1,178.0,False
ORD-000997,POS-00160,in_store,Madison Ave,03 Aug 2025,,SKU-015,L,Indigo,2,416.0,False
ORD-000998,POS-00160,in_store,SoHo,9/8/2024,,SKU-006,24,Vintage Blue,2,294.84,True
ORD-000999,POS-00160,in_store,SoHo,8/15/2025,,SKU-012,M,Black,1,248.0,False
ORD-001000,ECOM-00067,online,,2025-01-27,,SKU-007,32,Raw Denim,1,168.0,False
ORD-001001,ECOM-00067,online,,2025-02-08,,SKU-016,XS,Stone Wash,1,148.0,False
ORD-001002,ECOM-00067,online,,2025-04-06,,SKU-011,M,Indigo,2,310.64,True
ORD-001003,ECOM-00068,online,,2026-03-03,,SKU-006,30,Black,1,188.0,False
ORD-001004,POS-00162,in_store,Bleecker,8/17/2024,,SKU-004,27,Raw Denim,1,198.0,False
ORD-001005,ECOM-00068,online,,2025-03-17,,SKU-006,30,Raw Denim,1,116.2,True
ORD-001006,ECOM-00068,online,,2026-03-28,,SKU-013,M,Black,1,218.0,False
ORD-001007,POS-00162,in_store,Madison Ave,21 Mar 2026,,SKU-010,33,Raw Denim,2,416.0,False
ORD-001008,POS-00162,in_store,Madison Ave,03 Aug 2024,,SKU-009,24,Stone Wash,1,168.0,False
ORD-001009,POS-00162,in_store,Madison Ave,07 Jun 2026,,SKU-001,28,Black,2,336.0,False
ORD-001010,POS-00162,in_store,Madison Ave,13 Sep 2025,,SKU-007,30,Black,1,168.0,False
ORD-001011,ECOM-00068,online,,2025-06-18,,SKU-009,29,White,1,168.0,False
ORD-001012,ECOM-00068,online,,2025-01-13,,SKU-011,XL,Stone Wash,1,228.0,False
ORD-001013,POS-00162,in_store,Bleecker,6/4/2024,,SKU-016,XL,Stone Wash,1,148.0,False
ORD-001014,POS-00162,in_store,Bleecker,6/17/2025,,SKU-002,31,Raw Denim,1,178.0,False
ORD-001015,POS-00164,in_store,Madison Ave,23 Dec 2024,TOK-00006,SKU-016,S,Indigo,1,110.08,True
ORD-001016,ECOM-00069,online,,2026-06-18,,SKU-001,33,Stone Wash,1,168.0,False
ORD-001017,POS-00164,in_store,Madison Ave,31 Jan 2026,TOK-00006,SKU-010,29,Black,1,208.0,False
ORD-001018,ECOM-00069,online,,2025-05-28,,SKU-011,XS,Indigo,1,228.0,False
ORD-001019,POS-00163,in_store,Madison Ave,25 Feb 2026,TOK-00006,SKU-006,27,Black,2,376.0,False
